name	dist	support	dup_percent	dup_sp	evoltype	lineage	named_lineage	rank	sci_name	taxid
GB_GCA_015521515.1	0.28817					1|2|2124|2125|7211|7212|8016|8017|8018	root|d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__JAADDC01|f__JAADDC01|g__WANZ01|s__WANZ01 sp015521515|GB_GCA_015521515.1	subspecies	s__WANZ01 sp015521515	GB_GCA_015521515.1
GB_GCA_013154035.1	0.24392					1|2|2124|2125|7211|7212|7940|7941|7942	root|d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__JAADDC01|f__JAADDC01|g__JAADDH01|s__JAADDH01 sp013154035|GB_GCA_013154035.1	subspecies	s__JAADDH01 sp013154035	GB_GCA_013154035.1
GB_GCA_015662385.1	0.1965					1|2|2124|2125|7211|7212|7213|7214|7215	root|d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__JAADDC01|f__JAADDC01|g__SZUA-1452|s__SZUA-1452 sp015662385|GB_GCA_015662385.1	subspecies	s__SZUA-1452 sp015662385	GB_GCA_015662385.1
N5344	0.04871				S	1|2|1010|1011|2646	root|d__Archaea|p__Altiarchaeota|c__Altiarchaeia|o__IMC4	order	o__IMC4	o__IMC4
GB_GCA_001723845.1	0.48097					1|2|1010|1011|2646|8040|8041|8042|8043	root|d__Archaea|p__Altiarchaeota|c__Altiarchaeia|o__IMC4|f__WOR-SM1-SCG|g__WOR-SM1-SCG|s__WOR-SM1-SCG sp001723845|GB_GCA_001723845.1	subspecies	s__WOR-SM1-SCG sp001723845	GB_GCA_001723845.1
GB_GCA_001873845.1	0.0958					1|2|1010|1011|1012|1013|1014|1015|1016	root|d__Archaea|p__Altiarchaeota|c__Altiarchaeia|o__Altiarchaeales|f__Altiarchaeaceae|g__Altiarchaeum|s__Altiarchaeum hamiconexum|GB_GCA_001873845.1	subspecies	s__Altiarchaeum hamiconexum	GB_GCA_001873845.1
GB_GCA_002083985.1	0.08088					1|2|1010|1011|1012|1013|1014|5452|5454	root|d__Archaea|p__Altiarchaeota|c__Altiarchaeia|o__Altiarchaeales|f__Altiarchaeaceae|g__Altiarchaeum|s__Altiarchaeum sp002083985|GB_GCA_002083985.1	subspecies	s__Altiarchaeum sp002083985	GB_GCA_002083985.1
GB_GCA_018260615.1	0.05696					1|2|1010|1011|1012|1013|1014|3241|3242	root|d__Archaea|p__Altiarchaeota|c__Altiarchaeia|o__Altiarchaeales|f__Altiarchaeaceae|g__Altiarchaeum|s__Altiarchaeum sp002841105|GB_GCA_018260615.1	subspecies	s__Altiarchaeum sp002841105	GB_GCA_018260615.1
GB_GCA_018260755.1	0.08175					1|2|1010|1011|1012|1013|1014|2804|2806	root|d__Archaea|p__Altiarchaeota|c__Altiarchaeia|o__Altiarchaeales|f__Altiarchaeaceae|g__Altiarchaeum|s__Altiarchaeum sp018260755|GB_GCA_018260755.1	subspecies	s__Altiarchaeum sp018260755	GB_GCA_018260755.1
N6119	0.0885				S	1|2|621|622	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia	class	c__Nanoarchaeia	c__Nanoarchaeia
N6422	0.38102				S	1|2|621|622|1180	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Pacearchaeales	order	o__Pacearchaeales	o__Pacearchaeales
N6444	0.066				S	1|2|621|622|3057	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__UBA10117	order	o__UBA10117	o__UBA10117
N6459	0.11145				S	1|2|621|622|3057	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__UBA10117	order	o__UBA10117	o__UBA10117
N6478	0.03806				S	1|2|621|622	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia	class	c__Nanoarchaeia	c__Nanoarchaeia
N6483	0.12082				S	1|2|621|622|4058	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__PEZQ01	order	o__PEZQ01	o__PEZQ01
N6491	0.13456				S	1|2|621|622	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia	class	c__Nanoarchaeia	c__Nanoarchaeia
N6498	0.3212				S	1|2|621|622|7931|7932	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__CSSed11-243R1|f__CSSed11-243R1	family	f__CSSed11-243R1	f__CSSed11-243R1
N6506	0.50683				S	1|2|621|622|4591|4592|4593	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Nanoarchaeales|f__Nanopusillaceae|g__Nanopusillus	genus	g__Nanopusillus	g__Nanopusillus
GB_GCA_003568775.1	0.46182					1|2|621|622|4591|4592|5066|5067|5068	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Nanoarchaeales|f__Nanopusillaceae|g__Nanoclepta|s__Nanoclepta minutus|GB_GCA_003568775.1	subspecies	s__Nanoclepta minutus	GB_GCA_003568775.1
N6576	0.05473				S	1|2|959|960	root|d__Archaea|p__Aenigmatarchaeota|c__Aenigmatarchaeia	class	c__Aenigmatarchaeia	c__Aenigmatarchaeia
N6625	0.29025				S	1|2|959|960|3196	root|d__Archaea|p__Aenigmatarchaeota|c__Aenigmatarchaeia|o__QMZP01	order	o__QMZP01	o__QMZP01
N6655	0.17293				S	1|2|959|960|4399	root|d__Archaea|p__Aenigmatarchaeota|c__Aenigmatarchaeia|o__Aenigmatarchaeales	order	o__Aenigmatarchaeales	o__Aenigmatarchaeales
N6672	0.17162				S	1|2|959|960|5682	root|d__Archaea|p__Aenigmatarchaeota|c__Aenigmatarchaeia|o__PWEA01	order	o__PWEA01	o__PWEA01
N6725	0.053				S	1|2|959|960|3860	root|d__Archaea|p__Aenigmatarchaeota|c__Aenigmatarchaeia|o__GW2011-AR5	order	o__GW2011-AR5	o__GW2011-AR5
N6728	0.22652				S	1|2|959|960|3860	root|d__Archaea|p__Aenigmatarchaeota|c__Aenigmatarchaeia|o__GW2011-AR5	order	o__GW2011-AR5	o__GW2011-AR5
N6732	0.17241				S	1|2|959|960|7962|7963|8454	root|d__Archaea|p__Aenigmatarchaeota|c__Aenigmatarchaeia|o__QMZS01|f__QMZS01|g__QMZS01	genus	g__QMZS01	g__QMZS01
GB_GCA_016932615.1	0.52017					1|2|959|960|7962|7963|7964|7965|7966	root|d__Archaea|p__Aenigmatarchaeota|c__Aenigmatarchaeia|o__QMZS01|f__QMZS01|g__JAFGCN01|s__JAFGCN01 sp016932615|GB_GCA_016932615.1	subspecies	s__JAFGCN01 sp016932615	GB_GCA_016932615.1
N6761	0.09881				S	1|2|3458|3459|3460|4383	root|d__Archaea|p__Nanohaloarchaeota|c__Nanosalinia|o__Nanosalinales|f__Nanosalinaceae	family	f__Nanosalinaceae	f__Nanosalinaceae
GB_GCA_000220355.1	0.54432					1|2|3458|3459|3460|4383|6476|6477|6478	root|d__Archaea|p__Nanohaloarchaeota|c__Nanosalinia|o__Nanosalinales|f__Nanosalinaceae|g__Nanosalinarum|s__Nanosalinarum sp000220355|GB_GCA_000220355.1	subspecies	s__Nanosalinarum sp000220355	GB_GCA_000220355.1
GB_GCA_017610385.1	0.64871					1|2|3458|3459|3460|3461|3462|3463|3464	root|d__Archaea|p__Nanohaloarchaeota|c__Nanosalinia|o__Nanosalinales|f__JAFCCC01|g__JAFCCC01|s__JAFCCC01 sp017610385|GB_GCA_017610385.1	subspecies	s__JAFCCC01 sp017610385	GB_GCA_017610385.1
GB_GCA_018609855.1	0.8252					1|2|3458|3459|3460|6821|6822|6823|6824	root|d__Archaea|p__Nanohaloarchaeota|c__Nanosalinia|o__Nanosalinales|f__JAHENU01|g__JAHENU01|s__JAHENU01 sp018609855|GB_GCA_018609855.1	subspecies	s__JAHENU01 sp018609855	GB_GCA_018609855.1
N6782	0.05463				S	1|2|3508|3509|3510	root|d__Archaea|p__EX4484-52|c__EX4484-52|o__EX4484-52	order	o__EX4484-52	o__EX4484-52
N6785	0.58666				S	1|2|3508|3509|3510|9545|9546	root|d__Archaea|p__EX4484-52|c__EX4484-52|o__EX4484-52|f__GLR71|g__GLR71	genus	g__GLR71	g__GLR71
N6791	0.44297				S	1|2|3508|3509|3510|5622	root|d__Archaea|p__EX4484-52|c__EX4484-52|o__EX4484-52|f__JAADEF01	family	f__JAADEF01	f__JAADEF01
GB_GCA_015520605.1	0.55975					1|2|3508|3509|3510|10790|10791|10792|10793	root|d__Archaea|p__EX4484-52|c__EX4484-52|o__EX4484-52|f__WAPT01|g__WAPT01|s__WAPT01 sp015520605|GB_GCA_015520605.1	subspecies	s__WAPT01 sp015520605	GB_GCA_015520605.1
GB_GCA_018220935.1	0.2828					1|2|6865|6866|6867|6868|8269|10625|10626	root|d__Archaea|p__SpSt-1190|c__SpSt-1190|o__SpSt-1190|f__SpSt-1190|g__JAAOXX01|s__JAAOXX01 sp018220935|GB_GCA_018220935.1	subspecies	s__JAAOXX01 sp018220935	GB_GCA_018220935.1
GB_GCA_018221025.1	0.23905					1|2|6865|6866|6867|6868|8269|8270|8271	root|d__Archaea|p__SpSt-1190|c__SpSt-1190|o__SpSt-1190|f__SpSt-1190|g__JAAOXX01|s__JAAOXX01 sp018221025|GB_GCA_018221025.1	subspecies	s__JAAOXX01 sp018221025	GB_GCA_018221025.1
N772	0.25068				S	1|2|3|315|316	root|d__Archaea|p__Halobacteriota|c__Halobacteria|o__Halobacteriales	order	o__Halobacteriales	o__Halobacteriales
GB_GCA_018609935.1	0.70606					1|2|3|315|9257|9258|9259|9260|9261	root|d__Archaea|p__Halobacteriota|c__Halobacteria|o__JAHENH01|f__JAHENH01|g__JAHENH01|s__JAHENH01 sp018609935|GB_GCA_018609935.1	subspecies	s__JAHENH01 sp018609935	GB_GCA_018609935.1
N781	0.22929				S	1|2|3|3817|3818	root|d__Archaea|p__Halobacteriota|c__Methanonatronarchaeia|o__Methanonatronarchaeales	order	o__Methanonatronarchaeales	o__Methanonatronarchaeales
GB_GCA_018263395.1	0.6546					1|2|3|3817|5594|5595|5596|5597|5598	root|d__Archaea|p__Halobacteriota|c__Methanonatronarchaeia|o__JAANXF01|f__JAANXF01|g__JAANXF01|s__JAANXF01 sp018263395|GB_GCA_018263395.1	subspecies	s__JAANXF01 sp018263395	GB_GCA_018263395.1
N1159	0.04819				S	1|2|3	root|d__Archaea|p__Halobacteriota	phylum	p__Halobacteriota	p__Halobacteriota
N1252	0.04143				S	1|2|3	root|d__Archaea|p__Halobacteriota	phylum	p__Halobacteriota	p__Halobacteriota
N1492	0.04529				S	1|2|3|569|570	root|d__Archaea|p__Halobacteriota|c__Methanomicrobia|o__Methanomicrobiales	order	o__Methanomicrobiales	o__Methanomicrobiales
N1531	0.112				S	1|2|3|569|570|2167	root|d__Archaea|p__Halobacteriota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanocorpusculaceae	family	f__Methanocorpusculaceae	f__Methanocorpusculaceae
N2535	0.02964				S	1|2|236	root|d__Archaea|p__Thermoplasmatota	phylum	p__Thermoplasmatota	p__Thermoplasmatota
N2608	0.13442				S	1|2|236|1658	root|d__Archaea|p__Thermoplasmatota|c__E2	class	c__E2	c__E2
N2612	0.70876				S	1|2|236|8946|8947|8948|8949	root|d__Archaea|p__Thermoplasmatota|c__UBA186|o__UBA287|f__UBA287|g__UBA287	genus	g__UBA287	g__UBA287
GB_GCA_002494765.1	0.78276					1|2|236|8946|10926|10927|10928|10929|10930	root|d__Archaea|p__Thermoplasmatota|c__UBA186|o__UBA186|f__UBA186|g__UBA186|s__UBA186 sp002494765|GB_GCA_002494765.1	subspecies	s__UBA186 sp002494765	GB_GCA_002494765.1
N3169	0.04281				S	1|2|82	root|d__Archaea|p__Thermoproteota	phylum	p__Thermoproteota	p__Thermoproteota
N3506	0.0878				S	1|2|82|1318	root|d__Archaea|p__Thermoproteota|c__Bathyarchaeia	class	c__Bathyarchaeia	c__Bathyarchaeia
N3930	0.04966				S	1|2|82|83	root|d__Archaea|p__Thermoproteota|c__Thermoproteia	class	c__Thermoproteia	c__Thermoproteia
N3987	0.06582				S	1|2|82|2446	root|d__Archaea|p__Thermoproteota|c__Methanomethylicia	class	c__Methanomethylicia	c__Methanomethylicia
N4006	0.37992				S	1|2|82|2808|2809	root|d__Archaea|p__Thermoproteota|c__Korarchaeia|o__Korarchaeales	order	o__Korarchaeales	o__Korarchaeales
GB_GCA_003661385.1	0.82582					1|2|82|2808|2809|4477|4478|4479|4480	root|d__Archaea|p__Thermoproteota|c__Korarchaeia|o__Korarchaeales|f__B14-G2|g__B14-G2|s__B14-G2 sp003661385|GB_GCA_003661385.1	subspecies	s__B14-G2 sp003661385	GB_GCA_003661385.1
N4262	0.04312				S	1|2|1243	root|d__Archaea|p__Asgardarchaeota	phylum	p__Asgardarchaeota	p__Asgardarchaeota
N4271	0.06148				S	1|2|1243	root|d__Archaea|p__Asgardarchaeota	phylum	p__Asgardarchaeota	p__Asgardarchaeota
N4347	0.06781				S	1|2|1243	root|d__Archaea|p__Asgardarchaeota	phylum	p__Asgardarchaeota	p__Asgardarchaeota
N4358	0.12347				S	1|2|1243|4837	root|d__Archaea|p__Asgardarchaeota|c__Sifarchaeia	class	c__Sifarchaeia	c__Sifarchaeia
N4695	0.06921				S	1|2|178|179|180	root|d__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales	order	o__Methanobacteriales	o__Methanobacteriales
N4704	0.12657				S	1|2|178|179|180|2487|2488	root|d__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanothermobacteraceae_A|g__Methanothermobacter_A	genus	g__Methanothermobacter_A	g__Methanothermobacter_A
N4720	0.12767				S	1|2|3388|3389|3390|3391	root|d__Archaea|p__Hydrothermarchaeota|c__Hydrothermarchaeia|o__Hydrothermarchaeales|f__BMS3B	family	f__BMS3B	f__BMS3B
N4731	0.04412				S	1|2|3388|3389|3390	root|d__Archaea|p__Hydrothermarchaeota|c__Hydrothermarchaeia|o__Hydrothermarchaeales	order	o__Hydrothermarchaeales	o__Hydrothermarchaeales
N4735	0.25664				S	1|2|3388|3389|3390|5070|5071	root|d__Archaea|p__Hydrothermarchaeota|c__Hydrothermarchaeia|o__Hydrothermarchaeales|f__SZUA-236|g__SZUA-236	genus	g__SZUA-236	g__SZUA-236
GB_GCA_003695745.1	0.18619					1|2|3388|3389|3390|5070|7197|7198|7199	root|d__Archaea|p__Hydrothermarchaeota|c__Hydrothermarchaeia|o__Hydrothermarchaeales|f__SZUA-236|g__J060|s__J060 sp003695745|GB_GCA_003695745.1	subspecies	s__J060 sp003695745	GB_GCA_003695745.1
N4774	0.13994				S	1|2|341|342|343|344	root|d__Archaea|p__Methanobacteriota_A|c__Methanococci|o__Methanococcales|f__Methanococcaceae	family	f__Methanococcaceae	f__Methanococcaceae
N4777	0.07069				S	1|2|341|342|343|344|6434	root|d__Archaea|p__Methanobacteriota_A|c__Methanococci|o__Methanococcales|f__Methanococcaceae|g__Methanotorris	genus	g__Methanotorris	g__Methanotorris
N4791	0.03237				S	1|2|341|342|343|3636|4185	root|d__Archaea|p__Methanobacteriota_A|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanocaldococcus	genus	g__Methanocaldococcus	g__Methanocaldococcus
N4794	0.04441				S	1|2|341|342|343|3636|3637	root|d__Archaea|p__Methanobacteriota_A|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanocaldococcus_A	genus	g__Methanocaldococcus_A	g__Methanocaldococcus_A
RS_GCF_000007185.1	0.01225					1|2|341|4017|4018|4019|4020|4430|4431	root|d__Archaea|p__Methanobacteriota_A|c__Methanopyri|o__Methanopyrales|f__Methanopyraceae|g__Methanopyrus|s__Methanopyrus kandleri|RS_GCF_000007185.1	subspecies	s__Methanopyrus kandleri	RS_GCF_000007185.1
RS_GCF_002201895.1	0.0309					1|2|341|4017|4018|4019|4020|4021|4022	root|d__Archaea|p__Methanobacteriota_A|c__Methanopyri|o__Methanopyrales|f__Methanopyraceae|g__Methanopyrus|s__Methanopyrus sp002201895|RS_GCF_002201895.1	subspecies	s__Methanopyrus sp002201895	RS_GCF_002201895.1
N4930	0.04049				S	1|2|1786|1787|1788|1789	root|d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Thermococcales|f__Thermococcaceae	family	f__Thermococcaceae	f__Thermococcaceae
GB_GCA_002009975.1	0.10543					1|2|1786|1787|1788|1789|10130|10131|10132	root|d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus_C|s__Thermococcus_C sp002009975|GB_GCA_002009975.1	subspecies	s__Thermococcus_C sp002009975	GB_GCA_002009975.1
N4935	0.036				S	1|2|1786|1787|1788|1789|4155	root|d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Palaeococcus	genus	g__Palaeococcus	g__Palaeococcus
RS_GCF_000966265.1	0.1263					1|2|1786|1787|1788|1789|4155|8993|8994	root|d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Palaeococcus|s__Palaeococcus ferrophilus|RS_GCF_000966265.1	subspecies	s__Palaeococcus ferrophilus	RS_GCF_000966265.1
N4951	0.04183				S	1|2|1786|1787|1908|1909|1910	root|d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Methanofastidiosales|f__Methanofastidiosaceae|g__Methanofastidiosum	genus	g__Methanofastidiosum	g__Methanofastidiosum
GB_GCA_003558335.1	0.09532					1|2|1786|1787|1908|1909|1910|7016|7017	root|d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Methanofastidiosales|f__Methanofastidiosaceae|g__Methanofastidiosum|s__Methanofastidiosum sp003558335|GB_GCA_003558335.1	subspecies	s__Methanofastidiosum sp003558335	GB_GCA_003558335.1
N4960	0.0667				S	1|2|1786|1787|1908	root|d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Methanofastidiosales	order	o__Methanofastidiosales	o__Methanofastidiosales
N4963	0.5576				S	1|2|1786|1787|1908|4576|4577	root|d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Methanofastidiosales|f__SZ-28-30|g__SZ-28-30	genus	g__SZ-28-30	g__SZ-28-30
N4977	0.14076				S	1|2|4241|4242|4243|4244	root|d__Archaea|p__Hadarchaeota|c__Hadarchaeia|o__Hadarchaeales|f__Hadarchaeaceae	family	f__Hadarchaeaceae	f__Hadarchaeaceae
N4980	0.34794				S	1|2|4241|4242|4243|4460|4461	root|d__Archaea|p__Hadarchaeota|c__Hadarchaeia|o__Hadarchaeales|f__DTKF01|g__DTKF01	genus	g__DTKF01	g__DTKF01
N4984	0.33017				S	1|2|4241|4242|4243|6400|6401	root|d__Archaea|p__Hadarchaeota|c__Hadarchaeia|o__Hadarchaeales|f__WYZ-LMO6|g__WYZ-LMO6	genus	g__WYZ-LMO6	g__WYZ-LMO6
N4987	0.35406				S	1|2|4241|4242|4243|8823|8824	root|d__Archaea|p__Hadarchaeota|c__Hadarchaeia|o__Hadarchaeales|f__DSZJ01|g__DSZJ01	genus	g__DSZJ01	g__DSZJ01
N5103	0.06159				S	1|2|995|996	root|d__Archaea|p__Micrarchaeota|c__Micrarchaeia	class	c__Micrarchaeia	c__Micrarchaeia
N5110	0.11751				S	1|2|995|996	root|d__Archaea|p__Micrarchaeota|c__Micrarchaeia	class	c__Micrarchaeia	c__Micrarchaeia
N5124	0.21239				S	1|2|995|996|997|998	root|d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__Micrarchaeales|f__Micrarchaeaceae	family	f__Micrarchaeaceae	f__Micrarchaeaceae
GB_GCA_902385515.1	0.62013					1|2|995|996|997|998|8195|8196|8197	root|d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__Micrarchaeales|f__Micrarchaeaceae|g__CABMGC01|s__CABMGC01 sp902385515|GB_GCA_902385515.1	subspecies	s__CABMGC01 sp902385515	GB_GCA_902385515.1
N5170	0.06944				S	1|2|995|996|1504	root|d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__Norongarragalinales	order	o__Norongarragalinales	o__Norongarragalinales
N5173	0.08736				S	1|2|995|996|1504	root|d__Archaea|p__Micrarchaeota|c__Micrarchaeia|o__Norongarragalinales	order	o__Norongarragalinales	o__Norongarragalinales
N5180	0.34293				S	1|2|7689|7690|9185|9186|9814	root|d__Archaea|p__B1Sed10-29|c__B1Sed10-29|o__B1Sed10-29|f__B1Sed10-29|g__B1Sed10-29	genus	g__B1Sed10-29	g__B1Sed10-29
GB_GCA_003558235.1	0.41314					1|2|7689|7690|9185|9186|9187|9188|9189	root|d__Archaea|p__B1Sed10-29|c__B1Sed10-29|o__B1Sed10-29|f__B1Sed10-29|g__CSSED10-269|s__CSSED10-269 sp003558235|GB_GCA_003558235.1	subspecies	s__CSSED10-269 sp003558235	GB_GCA_003558235.1
N5185	0.08338				S	1|2|7689|7690|9185	root|d__Archaea|p__B1Sed10-29|c__B1Sed10-29|o__B1Sed10-29	order	o__B1Sed10-29	o__B1Sed10-29
GB_GCA_003660975.1	0.54085					1|2|7689|7690|9185|9552|9553|9554|9555	root|d__Archaea|p__B1Sed10-29|c__B1Sed10-29|o__B1Sed10-29|f__B47-G15|g__B47-G15|s__B47-G15 sp003660975|GB_GCA_003660975.1	subspecies	s__B47-G15 sp003660975	GB_GCA_003660975.1
GB_GCA_015522845.1	0.40452					1|2|7689|7690|7691|7692|9307|9308|9309	root|d__Archaea|p__B1Sed10-29|c__B1Sed10-29|o__WALL01|f__WALL01|g__WALL01|s__WALL01 sp015522845|GB_GCA_015522845.1	subspecies	s__WALL01 sp015522845	GB_GCA_015522845.1
GB_GCA_016939415.1	0.43421					1|2|7689|7690|7691|7692|7693|7694|7695	root|d__Archaea|p__B1Sed10-29|c__B1Sed10-29|o__WALL01|f__WALL01|g__JAFGGZ01|s__JAFGGZ01 sp016939415|GB_GCA_016939415.1	subspecies	s__JAFGGZ01 sp016939415	GB_GCA_016939415.1
N5280	0.05399				S	1|2|2124|2125|2274	root|d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__Iainarchaeales	order	o__Iainarchaeales	o__Iainarchaeales
N5287	0.11707				S	1|2|2124|2125|2274	root|d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__Iainarchaeales	order	o__Iainarchaeales	o__Iainarchaeales
N5293	0.12715				S	1|2|2124|2125|2126	root|d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__0-14-0-20-30-16	order	o__0-14-0-20-30-16	o__0-14-0-20-30-16
N5296	0.66137				S	1|2|2124|2125|2126|2127	root|d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__0-14-0-20-30-16|f__CSSED10-239	family	f__CSSED10-239	f__CSSED10-239
GB_GCA_013154145.1	0.11733					1|2|2124|2125|7211|7212|8430|9709|9710	root|d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__JAADDC01|f__JAADDC01|g__JAADDC01|s__JAADDC01 sp013154145|GB_GCA_013154145.1	subspecies	s__JAADDC01 sp013154145	GB_GCA_013154145.1
GB_GCA_015520865.1	0.11432					1|2|2124|2125|7211|7212|8430|8431|8432	root|d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__JAADDC01|f__JAADDC01|g__JAADDC01|s__JAADDC01 sp015520865|GB_GCA_015520865.1	subspecies	s__JAADDC01 sp015520865	GB_GCA_015520865.1
N5342	0.03662				S	1|2|1010|1011|2646	root|d__Archaea|p__Altiarchaeota|c__Altiarchaeia|o__IMC4	order	o__IMC4	o__IMC4
GB_GCA_001742785.1	0.52047					1|2|1010|1011|2646|9951|9952|9953|9954	root|d__Archaea|p__Altiarchaeota|c__Altiarchaeia|o__IMC4|f__IMC4|g__IMC4|s__IMC4 sp001742785|GB_GCA_001742785.1	subspecies	s__IMC4 sp001742785	GB_GCA_001742785.1
N5943	0.1075				S	1|2|621|622|1147	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Woesearchaeales	order	o__Woesearchaeales	o__Woesearchaeales
N6118	0.10186				S	1|2|621|622|623	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__SCGC-AAA011-G17	order	o__SCGC-AAA011-G17	o__SCGC-AAA011-G17
N6418	0.13686				S	1|2|621|622|1180	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Pacearchaeales	order	o__Pacearchaeales	o__Pacearchaeales
N6421	0.40424				S	1|2|621|622|1180|1856	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Pacearchaeales|f__UBA12030	family	f__UBA12030	f__UBA12030
N6442	0.09098				S	1|2|621|622|3057	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__UBA10117	order	o__UBA10117	o__UBA10117
GB_GCA_017608235.1	0.58389					1|2|621|622|3057|9674|9675|9676|9677	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__UBA10117|f__JAFCGI01|g__JAFCGI01|s__JAFCGI01 sp017608235|GB_GCA_017608235.1	subspecies	s__JAFCGI01 sp017608235	GB_GCA_017608235.1
N6457	0.09567				S	1|2|621|622|3057|3058	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__UBA10117|f__UBA10117	family	f__UBA10117	f__UBA10117
GB_GCA_014728835.1	0.46647					1|2|621|622|3057|5780|5781|5782|5783	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__UBA10117|f__WJKY01|g__WJKY01|s__WJKY01 sp014728835|GB_GCA_014728835.1	subspecies	s__WJKY01 sp014728835	GB_GCA_014728835.1
N6470	0.0734				S	1|2|621|622	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia	class	c__Nanoarchaeia	c__Nanoarchaeia
N6477	0.08642				S	1|2|621|622|4641	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__B33-G15	order	o__B33-G15	o__B33-G15
N6481	0.49034				S	1|2|621|622|4058|8729	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__PEZQ01|f__PEZQ01	family	f__PEZQ01	f__PEZQ01
GB_GCA_018221045.1	0.83914					1|2|621|622|4058|4059|4060|4061|4062	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__PEZQ01|f__JAAOXT01|g__JAAOXT01|s__JAAOXT01 sp018221045|GB_GCA_018221045.1	subspecies	s__JAAOXT01 sp018221045	GB_GCA_018221045.1
N6489	1.05943				S	1|2|621|622|1330|1331	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Parvarchaeales|f__Parvarchaeaceae	family	f__Parvarchaeaceae	f__Parvarchaeaceae
GB_GCA_011366705.1	0.80344					1|2|621|622|5133|5134|5135|5136|5137	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__DTBS01|f__DTBS01|g__DTBS01|s__DTBS01 sp011366705|GB_GCA_011366705.1	subspecies	s__DTBS01 sp011366705	GB_GCA_011366705.1
N6496	0.15509				S	1|2|621|622|7931|7932	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__CSSed11-243R1|f__CSSed11-243R1	family	f__CSSed11-243R1	f__CSSed11-243R1
GB_GCA_011333755.1	0.55194					1|2|621|622|7931|7932|8353|8354|8355	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__CSSed11-243R1|f__CSSed11-243R1|g__DTJS01|s__DTJS01 sp011333755|GB_GCA_011333755.1	subspecies	s__DTJS01 sp011333755	GB_GCA_011333755.1
N6504	0.01953				S	1|2|621|622|4591|4592|4593	root|d__Archaea|p__Nanoarchaeota|c__Nanoarchaeia|o__Nanoarchaeales|f__Nanopusillaceae|g__Nanopusillus	genus	g__Nanopusillus	g__Nanopusillus
